Probe,Chromosome,Start,End,Probe Strand,Feature,ID,Description,Feature Strand,Type,Feature Orientation,Distance,SRR4190177.sorted.bam
Chr3:170052301-170053350,3,170052301,170053350,,GPR160,ENSG00000173890.16,No description,+,Genegene,overlapping,0,11.08547306
Chr1:19922701-19924050,1,19922701,19924050,,PLA2G2E,ENSG00000188784.4,No description,-,Genegene,overlapping,0,11.08015156
Chr13:34216351-34218150,13,34216351,34218150,,null,,,,,Not found,0,11.07881737
Chr9:77715451-77716800,9,77715451,77716800,,GNAQ,ENSG00000156052.10,No description,-,Genegene,overlapping,0,11.07748318
Chr10:80916751-80919000,10,80916751,80919000,,null,,,,,Not found,0,11.06204605
Chr5:167743051-167744100,5,167743051,167744100,,TENM2,ENSG00000145934.16,No description,+,Genegene,overlapping,0,11.05731487
Chr1:17846401-17847750,1,17846401,17847750,,null,,,,,Not found,0,11.05460453
Chr1:226249351-226250400,1,226249351,226250400,,LIN9,ENSG00000183814.15,No description,-,Genegene,overlapping,0,11.05392647
Chr8:8145601-8147400,8,8145601,8147400,,AC105233.5,ENSG00000284606.1,No description,+,Genegene,overlapping,0,11.05256844
Chr12:23387401-23389200,12,23387401,23389200,,null,,,,,Not found,0,11.04848671
Chr3:140659951-140661150,3,140659951,140661150,,null,,,,,Not found,0,11.04507732
Chr17:6579001-6580050,17,6579001,6580050,,KIAA0753,ENSG00000198920.9,No description,-,Genegene,overlapping,0,11.0382328
Chr8:67433701-67435800,8,67433701,67435800,,CPA6,ENSG00000165078.12,No description,-,Genegene,overlapping,0,11.02790546
Chr3:133461001-133462350,3,133461001,133462350,,BFSP2,ENSG00000170819.4,No description,+,Genegene,overlapping,0,11.02375412
Chr1:43457701-43458750,1,43457701,43458750,,HYI-AS1,ENSG00000229348.1,No description,+,Genegene,upstream,706,11.02306175
Chr17:64947901-64949100,17,64947901,64949100,,AC037487.4,ENSG00000280299.1,No description,+,Genegene,overlapping,0,11.02167416
Chr2:10917151-10919100,2,10917151,10919100,,null,,,,,Not found,0,11.01889515
Chr14:104396251-104397300,14,104396251,104397300,,null,,,,,Not found,0,11.01541519
Chr17:54250951-54252150,17,54250951,54252150,,null,,,,,Not found,0,11.01471806
Chr19:4970401-4972500,19,4970401,4972500,,KDM4B,ENSG00000127663.14,No description,+,Genegene,overlapping,0,11.01332283
Chr14:44367001-44368200,14,44367001,44368200,,LINC02307,ENSG00000258969.1,No description,-,Genegene,overlapping,0,11.01122665
Chr13:24722701-24724500,13,24722701,24724500,,AL391560.1,ENSG00000285806.1,No description,-,Genegene,overlapping,0,11.00772858
Chr19:35809501-35810700,19,35809501,35810700,,PRODH2,ENSG00000250799.9,No description,-,Genegene,overlapping,0,11
Chr15:33359701-33361350,15,33359701,33361350,,RYR3,ENSG00000198838.13,No description,+,Genegene,overlapping,0,10.99717903
Chr17:75431101-75432150,17,75431101,75432150,,RF00019,ENSG00000202332.1,No description,+,Genegene,overlapping,0,10.99293804
Chr9:130788751-130790100,9,130788751,130790100,,ABL1,ENSG00000097007.17,No description,+,Genegene,overlapping,0,10.99010372
Chr15:90370801-90372300,15,90370801,90372300,,ZNF774,ENSG00000196391.10,No description,+,Genegene,upstream,1655,10.98868465
Chr1:207076651-207077700,1,207076651,207077700,,PFKFB2,ENSG00000123836.14,No description,+,Genegene,overlapping,0,10.98513031
Chr16:1240351-1242300,16,1240351,1242300,,TPSAB1,ENSG00000172236.16,No description,+,Genegene,overlapping,0,10.98013973
Chr1:154162651-154163700,1,154162651,154163700,,TPM3,ENSG00000143549.19,No description,-,Genegene,overlapping,0,10.97799492
Chr19:23582701-23583900,19,23582701,23583900,,ZNF675,ENSG00000197372.9,No description,-,Genegene,overlapping,0,10.96072578
Chr1:17640901-17641950,1,17640901,17641950,,ARHGEF10L,ENSG00000074964.16,No description,+,Genegene,overlapping,0,10.95782757
Chr1:184595401-184597050,1,184595401,184597050,,C1orf21,ENSG00000116667.13,No description,+,Genegene,overlapping,0,10.95274162
Chr9:130784101-130785450,9,130784101,130785450,,ABL1,ENSG00000097007.17,No description,+,Genegene,overlapping,0,10.94617462
Chr1:202076101-202078050,1,202076101,202078050,,null,,,,,Not found,0,10.93442822
Chr2:121161001-121162350,2,121161001,121162350,,null,,,,,Not found,0,10.93369007
Chr1:12659851-12661200,1,12659851,12661200,,AADACL4,ENSG00000204518.2,No description,+,Genegene,overlapping,0,10.93295288
Chr16:80118451-80119500,16,80118451,80119500,,AC022166.1,ENSG00000260706.5,No description,+,Genegene,overlapping,0,10.92925835
Chr20:61829101-61830600,20,61829101,61830600,,CDH4,ENSG00000179242.15,No description,+,Genegene,overlapping,0,10.92703724
Chr22:29215051-29216400,22,29215051,29216400,,EMID1,ENSG00000186998.15,No description,+,Genegene,overlapping,0,10.92332745
Chr5:141660301-141661650,5,141660301,141661650,,ARAP3,ENSG00000120318.15,No description,-,Genegene,overlapping,0,10.92258453
Chr1:183218251-183219300,1,183218251,183219300,,LAMC2,ENSG00000058085.14,No description,+,Genegene,overlapping,0,10.91811752
Chr16:89618851-89620050,16,89618851,89620050,,DPEP1,ENSG00000015413.9,No description,+,Genegene,overlapping,0,10.91438484
Chr3:63905401-63907350,3,63905401,63907350,,AC104162.2,ENSG00000285399.2,No description,+,Genegene,overlapping,0,10.91214085
Chr11:86486851-86488050,11,86486851,86488050,,AP001831.1,ENSG00000254733.1,No description,+,Genegene,overlapping,0,10.91214085
Chr12:52540351-52542000,12,52540351,52542000,,KRT71,ENSG00000139648.6,No description,-,Genegene,upstream,1909,10.91139221
Chr15:38885251-38886450,15,38885251,38886450,,C15orf53,ENSG00000175779.2,No description,+,Genegene,overlapping,0,10.90538692
Chr17:8957251-8958150,17,8957251,8958150,,PIK3R5,ENSG00000141506.13,No description,-,Genegene,overlapping,0,10.90312862
Chr11:65146951-65148300,11,65146951,65148300,,RNU2-23P,ENSG00000222477.1,No description,+,Genegene,overlapping,0,10.897089
Chr9:111240451-111242250,9,111240451,111242250,,AL162414.1,ENSG00000227531.1,No description,-,Genegene,overlapping,0,10.89633274
Chr2:20271001-20272350,2,20271001,20272350,,PUM2,ENSG00000055917.15,No description,-,Genegene,overlapping,0,10.89406013
Chr8:141267151-141268800,8,141267151,141268800,,SLC45A4,ENSG00000022567.9,No description,-,Genegene,overlapping,0,10.89406013
Chr12:119608801-119610000,12,119608801,119610000,,AC002070.1,ENSG00000248636.6,No description,-,Genegene,overlapping,0,10.89026451
Chr19:1511701-1513950,19,1511701,1513950,,ADAMTSL5,ENSG00000185761.10,No description,-,Genegene,overlapping,0,10.88950348
Chr5:4028101-4029750,5,4028101,4029750,,null,,,,,Not found,0,10.8887434
Chr16:5026351-5027550,16,5026351,5027550,,NAGPA-AS1,ENSG00000267072.2,No description,+,Genegene,overlapping,0,10.87958336
Chr13:36602101-36604050,13,36602101,36604050,,null,,,,,Not found,0,10.87881756
Chr10:481801-482850,10,481801,482850,,DIP2C,ENSG00000151240.16,No description,-,Genegene,overlapping,0,10.8780508
Chr12:102942001-102943050,12,102942001,102943050,,PAH,ENSG00000171759.9,No description,-,Genegene,overlapping,0,10.8780508
Chr12:94091401-94092450,12,94091401,94092450,,null,,,,,Not found,0,10.87728405
Chr6:158460301-158462100,6,158460301,158462100,,TULP4,ENSG00000130338.12,No description,+,Genegene,overlapping,0,10.87574959
Chr2:45979351-45980400,2,45979351,45980400,,PRKCE,ENSG00000171132.13,No description,+,Genegene,overlapping,0,10.87344456
Chr12:69833551-69834600,12,69833551,69834600,,AC025263.2,ENSG00000258052.1,No description,+,Genegene,overlapping,0,10.87344456
Chr17:4436551-4438200,17,4436551,4438200,,SPNS3,ENSG00000182557.7,No description,+,Genegene,overlapping,0,10.87190533
Chr16:88595701-88597200,16,88595701,88597200,,ZC3H18,ENSG00000158545.15,No description,+,Genegene,overlapping,0,10.86418629
Chr6:45643201-45644100,6,45643201,45644100,,RUNX2,ENSG00000124813.21,No description,+,Genegene,overlapping,0,10.85953522
Chr12:76099501-76100850,12,76099501,76100850,,null,,,,,Not found,0,10.85875797
Chr1:71913751-71915250,1,71913751,71915250,,NEGR1,ENSG00000172260.14,No description,-,Genegene,overlapping,0,10.85642529
Chr7:157779451-157780650,7,157779451,157780650,,PTPRN2,ENSG00000155093.18,No description,-,Genegene,overlapping,0,10.85564709
Chr2:46047451-46048800,2,46047451,46048800,,PRKCE,ENSG00000171132.13,No description,+,Genegene,overlapping,0,10.85096836
Chr2:35522101-35523300,2,35522101,35523300,,null,,,,,Not found,0,10.84862328
Chr9:96296101-96297150,9,96296101,96297150,,HSD17B3,ENSG00000130948.10,No description,-,Genegene,overlapping,0,10.84862328
Chr1:109693501-109695450,1,109693501,109695450,,GSTM2,ENSG00000213366.12,No description,+,Genegene,overlapping,0,10.83762741
Chr10:100073851-100074900,10,100073851,100074900,,CPN1,ENSG00000120054.11,No description,-,Genegene,overlapping,0,10.83209896
Chr18:46500451-46503000,18,46500451,46503000,,LOXHD1,ENSG00000167210.17,No description,-,Genegene,overlapping,0,10.82097626
Chr22:27741001-27742800,22,27741001,27742800,,null,,,,,Not found,0,10.81538391
Chr19:29587651-29588700,19,29587651,29588700,,null,,,,,Not found,0,10.80976772
Chr3:58452601-58453650,3,58452601,58453650,,null,,,,,Not found,0,10.80251598
Chr2:14318551-14319600,2,14318551,14319600,,LINC00276,ENSG00000230448.5,No description,-,Genegene,overlapping,0,10.79197693
Chr12:116932801-116933850,12,116932801,116933850,,FBXW8,ENSG00000174989.12,No description,+,Genegene,overlapping,0,10.78708649
Chr9:108674701-108676050,9,108674701,108676050,,null,,,,,Not found,0,10.78135967
Chr16:57655951-57658050,16,57655951,57658050,,ADGRG1,ENSG00000205336.11,No description,+,Genegene,overlapping,0,10.77971935
Chr9:131955601-131956800,9,131955601,131956800,,MED27,ENSG00000160563.13,No description,-,Genegene,overlapping,0,10.77807713
Chr3:16458451-16459650,3,16458451,16459650,,RFTN1,ENSG00000131378.13,No description,-,Genegene,overlapping,0,10.77725506
Chr8:128887801-128889750,8,128887801,128889750,,CCDC26,ENSG00000229140.9,No description,-,Genegene,overlapping,0,10.773139
Chr12:50197051-50198850,12,50197051,50198850,,LIMA1,ENSG00000050405.13,No description,-,Genegene,overlapping,0,10.77066422
Chr11:77970601-77971800,11,77970601,77971800,,INTS4,ENSG00000149262.16,No description,-,Genegene,overlapping,0,10.76570034
Chr1:202081351-202082700,1,202081351,202082700,,null,,,,,Not found,0,10.7648716
Chr14:106175551-106177650,14,106175551,106177650,,IGHV1-17,ENSG00000254046.1,No description,-,Genegene,downstream,791,10.7648716
Chr4:77490151-77492100,4,77490151,77492100,,AC092674.1,ENSG00000249036.1,No description,-,Genegene,overlapping,0,10.7632122
ChrX:39754051-39755550,X,39754051,39755550,,null,,,,,Not found,0,10.76072025
Chr2:218252251-218253450,2,218252251,218253450,,ARPC2,ENSG00000163466.15,No description,+,Genegene,overlapping,0,10.75822353
Chr14:94856401-94857750,14,94856401,94857750,,null,,,,,Not found,0,10.75321674
Chr5:149059351-149060700,5,149059351,149060700,,SH3TC2,ENSG00000169247.12,No description,-,Genegene,overlapping,0,10.74651432
Chr6:15221701-15222900,6,15221701,15222900,,null,,,,,Not found,0,10.74567413
Chr20:3049351-3050250,20,3049351,3050250,,MRPS26,ENSG00000125901.5,No description,+,Genegene,upstream,1097,10.74567413
Chr14:59651401-59652450,14,59651401,59652450,,RTN1,ENSG00000139970.16,No description,-,Genegene,overlapping,0,10.74146652
Chr17:39691801-39693000,17,39691801,39693000,,PGAP3,ENSG00000161395.13,No description,-,Genegene,overlapping,0,10.74146652
Chr20:4116751-4117800,20,4116751,4117800,,null,,,,,Not found,0,10.73724651
Chr1:172599451-172600650,1,172599451,172600650,,SUCO,ENSG00000094975.13,No description,+,Genegene,overlapping,0,10.72706985
Chr3:150561901-150562950,3,150561901,150562950,,SERP1,ENSG00000120742.10,No description,-,Genegene,overlapping,0,10.72621822
Chr16:366451-367650,16,366451,367650,,MRPL28,ENSG00000086504.16,No description,-,Genegene,overlapping,0,10.72451401
Chr17:17658301-17659650,17,17658301,17659650,,null,,,,,Not found,0,10.71938896
Chr15:54031351-54032700,15,54031351,54032700,,UNC13C,ENSG00000137766.17,No description,+,Genegene,overlapping,0,10.71681976
Chr3:156529951-156531000,3,156529951,156531000,,KCNAB1,ENSG00000169282.17,No description,+,Genegene,overlapping,0,10.7142458
Chr19:38811901-38812950,19,38811901,38812950,,LGALS4,ENSG00000171747.8,No description,-,Genegene,overlapping,0,10.7142458
Chr3:125643151-125644200,3,125643151,125644200,,null,,,,,Not found,0,10.70994473
Chr11:78770551-78771750,11,78770551,78771750,,TENM4,ENSG00000149256.15,No description,-,Genegene,overlapping,0,10.70735931
Chr6:37026901-37028100,6,37026901,37028100,,FGD2,ENSG00000146192.14,No description,+,Genegene,overlapping,0,10.70303822
Chr20:20421601-20422500,20,20421601,20422500,,RALGAPA2,ENSG00000188559.14,No description,-,Genegene,overlapping,0,10.70217323
Chr14:62020201-62021250,14,62020201,62021250,,SYT16,ENSG00000139973.16,No description,+,Genegene,overlapping,0,10.69261551
Chr2:159583501-159584550,2,159583501,159584550,,BAZ2B,ENSG00000123636.17,No description,-,Genegene,overlapping,0,10.69174385
Chr16:501301-502350,16,501301,502350,,RAB11FIP3,ENSG00000090565.15,No description,+,Genegene,overlapping,0,10.69087124
Chr2:121822351-121823250,2,121822351,121823250,,null,,,,,Not found,0,10.68737507
Chr16:23090551-23091900,16,23090551,23091900,,USP31,ENSG00000103404.14,No description,-,Genegene,overlapping,0,10.68650055
Chr3:129689701-129690900,3,129689701,129690900,,TMCC1,ENSG00000172765.17,No description,-,Genegene,overlapping,0,10.68035889
Chr1:16933801-16935600,1,16933801,16935600,,CROCC,ENSG00000058453.16,No description,+,Genegene,overlapping,0,10.67154121
Chr2:60321151-60322500,2,60321151,60322500,,null,,,,,Not found,0,10.66444778
Chr9:95380501-95381850,9,95380501,95381850,,FANCC,ENSG00000158169.13,No description,-,Genegene,overlapping,0,10.66177845
Chr11:69329701-69330750,11,69329701,69330750,,MYEOV,ENSG00000172927.7,No description,+,Genegene,overlapping,0,10.65731812
Chr6:53329351-53330400,6,53329351,53330400,,ELOVL5,ENSG00000012660.13,No description,-,Genegene,overlapping,0,10.65463638
Chr3:170979151-170980500,3,170979151,170980500,,null,,,,,Not found,0,10.65015411
Chr15:90700951-90702150,15,90700951,90702150,,CRTC3-AS1,ENSG00000259736.1,No description,-,Genegene,overlapping,0,10.65015411
Chr19:1166551-1168500,19,1166551,1168500,,SBNO2,ENSG00000064932.15,No description,-,Genegene,overlapping,0,10.65015411
Chr5:142236601-142237650,5,142236601,142237650,,null,,,,,Not found,0,10.64655876
Chr4:49182751-49183800,4,49182751,49183800,,null,,,,,Not found,0,10.6420517
Chr20:58637551-58638750,20,58637551,58638750,,LINC01711,ENSG00000268941.2,No description,+,Genegene,upstream,1813,10.6393404
Chr16:9141151-9142350,16,9141151,9142350,,null,,,,,Not found,0,10.63299561
Chr4:6919051-6920250,4,6919051,6920250,,TBC1D14,ENSG00000132405.18,No description,+,Genegene,overlapping,0,10.63208675
Chr10:17487151-17488350,10,17487151,17488350,,null,,,,,Not found,0,10.62570858
Chr6:151978651-151980600,6,151978651,151980600,,ESR1,ENSG00000091831.23,No description,+,Genegene,overlapping,0,10.62479591
Chr14:37613401-37615350,14,37613401,37615350,,TTC6,ENSG00000139865.16,No description,+,Genegene,overlapping,0,10.62479591
Chr21:16582351-16583400,21,16582351,16583400,,MIR99AHG,ENSG00000215386.12,No description,+,Genegene,overlapping,0,10.61194706
Chr1:201987001-201988650,1,201987001,201988650,,RNPEP,ENSG00000176393.10,No description,+,Genegene,overlapping,0,10.60917854
Chr5:139022401-139024350,5,139022401,139024350,,SIL1,ENSG00000120725.12,No description,-,Genegene,overlapping,0,10.60917854
Chr10:6194851-6195900,10,6194851,6195900,,PFKFB3,ENSG00000170525.20,No description,+,Genegene,overlapping,0,10.60825443
Chr11:100904251-100905600,11,100904251,100905600,,ARHGAP42,ENSG00000165895.18,No description,+,Genegene,overlapping,0,10.60825443
Chr15:78045151-78046200,15,78045151,78046200,,TBC1D2B,ENSG00000167202.11,No description,-,Genegene,overlapping,0,10.60825443
Chr15:39960301-39961350,15,39960301,39961350,,EIF2AK4,ENSG00000128829.11,No description,+,Genegene,overlapping,0,10.60547924
Chr1:42254851-42256200,1,42254851,42256200,,FOXJ3,ENSG00000198815.8,No description,-,Genegene,overlapping,0,10.60269833
Chr11:101312101-101313150,11,101312101,101313150,,null,,,,,Not found,0,10.60084248
Chr17:16845151-16846650,17,16845151,16846650,,KRT17P1,ENSG00000131885.17,No description,-,Genegene,overlapping,0,10.59898281
Chr19:1207501-1208700,19,1207501,1208700,,STK11,ENSG00000118046.14,No description,+,Genegene,overlapping,0,10.59525776
Chr8:17186851-17188200,8,17186851,17188200,,ZDHHC2,ENSG00000104219.12,No description,+,Genegene,overlapping,0,10.59152222
Chr1:85225051-85226100,1,85225051,85226100,,null,,,,,Not found,0,10.59058666
Chr21:46347001-46349550,21,46347001,46349550,,PCNT,ENSG00000160299.16,No description,+,Genegene,overlapping,0,10.5830822
Chr16:75063301-75064500,16,75063301,75064500,,ZNRF1,ENSG00000186187.11,No description,+,Genegene,overlapping,0,10.57553959
Chr3:123355651-123356850,3,123355651,123356850,,ADCY5,ENSG00000173175.14,No description,-,Genegene,overlapping,0,10.5727005
Chr9:130717351-130718700,9,130717351,130718700,,ABL1,ENSG00000097007.17,No description,+,Genegene,overlapping,0,10.56605434
Chr5:142206451-142207650,5,142206451,142207650,,null,,,,,Not found,0,10.56319618
Chr15:89658451-89659500,15,89658451,89659500,,null,,,,,Not found,0,10.56319618
Chr2:98703151-98704200,2,98703151,98704200,,MGAT4A,ENSG00000071073.12,No description,-,Genegene,overlapping,0,10.56224251
Chr7:137758501-137760150,7,137758501,137760150,,DGKI,ENSG00000157680.15,No description,-,Genegene,overlapping,0,10.55842113
Chr2:66734401-66735450,2,66734401,66735450,,null,,,,,Not found,0,10.55746365
Chr12:124894201-124895850,12,124894201,124895850,,null,,,,,Not found,0,10.55650616
Chr8:121085101-121086150,8,121085101,121086150,,AC068413.1,ENSG00000253619.1,No description,+,Genegene,overlapping,0,10.55458927
Chr9:90959101-90960300,9,90959101,90960300,,AL355607.1,ENSG00000228216.1,No description,-,Genegene,overlapping,0,10.55362892
Chr1:10812151-10813050,1,10812151,10813050,,null,,,,,Not found,0,10.55170822
Chr15:75063001-75064050,15,75063001,75064050,,PPCDC,ENSG00000138621.11,No description,+,Genegene,overlapping,0,10.55170822
Chr10:117423901-117424950,10,117423901,117424950,,AC005871.2,ENSG00000258114.1,No description,+,Genegene,downstream,244,10.54689407
